parcel_id,final_rule_based_score,final_rule_based_category,final_bid_price_signal,final_address_quality_signal,final_property_clarity_signal,final_verified_development_signal,final_surrounding_value_signal,final_crime_risk_estimate,final_data_confidence,final_manual_review_flag,final_rule_based_reasoning,final_key_risks,downgraded_from_previous_good
12145-94-09-42810,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 7605.90, parcel_id 12145-94-09-42810, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
38125-92-27-17970,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7627.90, parcel_id 38125-92-27-17970, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
78260-84-12-00420,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7636.31, parcel_id 78260-84-12-00420, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
42675-93-02-15780,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7843.21, parcel_id 42675-93-02-15780, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
74850-94-19-17270,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7909.20, parcel_id 74850-94-19-17270, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
74955-94-20-02740,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7945.87, parcel_id 74955-94-20-02740, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
07900-94-18-00140,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 7964.53, parcel_id 07900-94-18-00140, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
28725-92-34-02190,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 7966.53, parcel_id 28725-92-34-02190, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
49900-93-21-18650,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7966.97, parcel_id 49900-93-21-18650, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
58000-73-25-00270,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7999.86, parcel_id 58000-73-25-00270, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
98210-82-10-15720,3.5,Bad Investment,Weak,Missing,Moderate,Low,Unknown,Unknown,Medium,False,"Bid cost 6599.34, parcel_id 98210-82-10-15720, address quality Missing, property clarity Moderate, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 3.5.",ZIP unknown; development upside not verified; geocoding support weak or unavailable; address not fully verified,False
19275-03-34-02810,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5644.76, parcel_id 19275-03-34-02810, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
31125-92-27-17320,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5774.08, parcel_id 31125-92-27-17320, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
11600-93-30-07650,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5893.97, parcel_id 11600-93-30-07650, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
45350-94-06-07770,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5972.06, parcel_id 45350-94-06-07770, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
38975-92-33-02620,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6022.06, parcel_id 38975-92-33-02620, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
61400-14-30-07430,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6083.84, parcel_id 61400-14-30-07430, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
36525-94-02-00450,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6294.01, parcel_id 36525-94-02-00450, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
61375-14-30-06240,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6394.30, parcel_id 61375-14-30-06240, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
26275-93-09-07670,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7361.93, parcel_id 26275-93-09-07670, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
97328-73-28-61960,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6008.44, parcel_id 97328-73-28-61960, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
55980-74-05-47490,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6518.27, parcel_id 55980-74-05-47490, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
54425-02-02-04980,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6819.31, parcel_id 54425-02-02-04980, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
57320-14-33-14860,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5515.42, parcel_id 57320-14-33-14860, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
54375-02-01-07910,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6907.12, parcel_id 54375-02-01-07910, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
55200-91-10-03090,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 7556.80, parcel_id 55200-91-10-03090, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
57845-73-14-53600,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6144.71, parcel_id 57845-73-14-53600, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
37425-04-21-00950,4.2,Mid Investment,Weak,Partial,Moderate,Low,Unknown,Unknown,Medium,True,"Bid cost 7347.26, parcel_id 37425-04-21-00950, address quality Partial, property clarity Moderate, corrected development match Unknown, geocode confidence Low, and final data confidence Medium produced a conservative score of 4.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable; address not fully verified,False
55200-91-10-01250,7.2,Strong Manual Review Candidate,Strong,Complete,Strong,Medium,Possible Upside,Unknown,Medium,True,"Bid cost 3714.51, parcel_id 55200-91-10-01250, address quality Complete, property clarity Strong, corrected development match Possible Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 7.2.",ZIP unknown; geocoding support weak or unavailable,False
